# Format: name,enabled,days,start_hour,start_min,end_hour,end_min,image,progressbar,night_mode
# enabled: 1=true, 0=false
# days: 0-6 for Mon-Sun (e.g., "01234" = Mon-Fri, "5" = Saturday only)
# progressbar: 1=true, 0=false
# night_mode: 0=normal (icon+temp+UV), 1=temp only (no icon/UV), 2=clock only (no fetch)

Night Mode AM,1,0123456,21,25,21,30,night_mode.bmp,0,0
Deep Night AM,1,0123456,21,30,21,35,night_mode.bmp,0,1
Night Mode end AM,1,0123456,21,35,21,45,night_mode.bmp,0,2
